,Player Name,Player Age,Value,Team,Position,Nationality
5017,Aleksandr Orekhov,20,€150k, Torpedo Moscow ,Central Midfield,Russia
5710,Aleksandr Pavlovets,26,€400k, PAS Lamia 1964 ,Centre-Back,Belarus
4994,Aleksandr Rudenko,24,€900k, FK Khimki ,Left Winger,Russia
5018,Aleksandr Ryazantsev,36,€100k, Torpedo Moscow ,Central Midfield,Russia
4665,Aleksandr Selikhov,29,€2.80m, Spartak Moscow ,Goalkeeper,Russia
4799,Aleksandr Selyava,30,€400k, FK Rostov ,Defensive Midfield,Belarus
4795,Aleksandr Silyanov,22,€4.00m, FK Rostov ,Right-Back,Russia
4686,Aleksandr Sobolev,26,€9.00m, Spartak Moscow ,Centre-Forward,Russia
4816,Aleksandr Soldatenkov,26,€2.50m, Krylya Sovetov Samara ,Centre-Back,Russia
4875,Aleksandr Troshechkin,26,€1.00m, Akhmat Grozny ,Defensive Midfield,Russia
4644,Aleksandr Vasyutin,28,€400k, Zenit St. Petersburg ,Goalkeeper,Russia
4915,Aleksandr Yushin,28,€600k, Ural Yekaterinburg ,Left Winger,Russia
4830,Aleksandr Zuev,26,€1.00m, Krylya Sovetov Samara ,Left Winger,Russia
5029,Aleksey Gorodovoy,29,€400k, Fakel Voronezh ,Goalkeeper,Russia
4732,Aleksey Ionov,34,€1.50m, FK Krasnodar ,Right Winger,Russia
4917,Aleksey Kashtanov,27,€900k, Ural Yekaterinburg ,Centre-Forward,Russia
4921,Aleksey Kenyaykin,24,€800k, FK Orenburg ,Goalkeeper,Russia
1295,Aleksey Miranchuk,27,€12.00m, Torino FC ,Attacking Midfield,Russia
4801,Aleksey Mironov,23,€700k, FK Rostov ,Central Midfield,Russia
4662,Aleksey Sutormin,29,€2.00m, Zenit St. Petersburg ,Right Winger,Russia
7761,Alen Grgic,28,€350k, HNK Rijeka ,Right-Back,Croatia
7604,Alen Mustafic,23,€450k, Odense Boldklub ,Central Midfield,Bosnia-Herzegovina
8701,Ales Cermak,28,€700k, Bohemians Prague 1905 ,Attacking Midfield,Czech Republic
8432,Ales Mandous,30,€2.00m, SK Slavia Prague ,Goalkeeper,Czech Republic
9245,Alesio Tudor,16,€25k, Petrolul Ploiesti ,Attacking Midfield,Romania
1091,Alessandro Bastoni,24,€55.00m, Inter Milan ,Centre-Back,Italy
1507,Alessandro Berardi,32,€50k, Hellas Verona ,Goalkeeper,Italy
1237,Alessandro Bianco,20,€600k, ACF Fiorentina ,Central Midfield,Italy
1278,Alessandro Buongiorno,23,€8.00m, Torino FC ,Centre-Back,Italy
4574,Alessandro Ciranni,26,€750k, SV Zulte Waregem ,Right-Back,Belgium
1070,Alessandro Florenzi,32,€2.50m, AC Milan ,Right-Back,Italy
1095,Alessandro Fontanarosa,20,€300k, Inter Milan ,Centre-Back,Italy
6655,Alessandro Kräuchi,24,€350k, FC St. Gallen 1879 ,Right-Back,Switzerland
1248,Alessandro Russo,22,€500k, US Sassuolo ,Goalkeeper,Italy
1360,Alessandro Sorrentino,21,€500k, AC Monza ,Goalkeeper,Italy
1454,Alessandro Tuia,32,€700k, US Lecce ,Centre-Back,Italy
1544,Alessandro Zanoli,22,€5.00m, UC Sampdoria ,Right-Back,Italy
6670,Alessio Besio,19,€1.50m, FC St. Gallen 1879 ,Centre-Forward,Switzerland
4278,Alessio Castro-Montes,25,€4.20m, KAA Gent ,Right-Back,Belgium
1359,Alessio Cragno,28,€4.00m, AC Monza ,Goalkeeper,Italy
4458,Alessio Da Cruz,26,€1.20m, KV Mechelen ,Attacking Midfield,Cape Verde
1198,Alessio Romagnoli,28,€18.00m, SS Lazio ,Centre-Back,Italy
1051,Alessio Zerbin,24,€4.00m, SSC Napoli ,Left Winger,Italy
3468,Alex Bangura,23,€900k, SC Cambuur Leeuwarden ,Left-Back,Sierra Leone
5888,Alex Cochrane,22,€750k, Heart of Midlothian FC ,Left-Back,England
1089,Alex Cordaz,40,€300k, Inter Milan ,Goalkeeper,Italy
10894,Alex Fernandes,20,€200k, Cherno More Varna ,Attacking Midfield,Brazil
1569,Alex Ferrari,28,€1.50m, US Cremonese ,Centre-Back,Italy
6025,Alex Gogic,29,€400k, St. Mirren FC ,Defensive Midfield,Cyprus
6032,Alex Greive,23,€350k, St. Mirren FC ,Centre-Forward,New Zealand
6037,Alex Iacovitti,25,€450k, Ross County FC ,Centre-Back,Scotland
367,Alex Iwobi,26,€25.00m, Everton FC ,Attacking Midfield,Nigeria
2062,Alex Kral,24,€5.50m, FC Schalke 04 ,Defensive Midfield,Czech Republic
5845,Alex Lowry,19,€250k, Rangers FC ,Attacking Midfield,Scotland
296,Alex McCarthy,33,€2.00m, Southampton FC ,Goalkeeper,England
1030,Alex Meret,26,€18.00m, SSC Napoli ,Goalkeeper,Italy
402,Alex Mighten,21,€600k, Nottingham Forest ,Left Winger,England
5962,Alex Mitchell,21,€325k, St. Johnstone FC ,Centre-Back,England
10357,Alex Moucketou-Moussounda,22,€300k, Aris Limassol ,Centre-Back,Gabon
3083,Alex Méndez,22,€800k, FC Vizela ,Attacking Midfield,United States
99,Alex Oxlade-Chamberlain,29,€10.00m, Liverpool FC ,Central Midfield,England
10779,Alex Petkov,23,€600k, Arda Kardzhali ,Centre-Back,Bulgaria
6059,Alex Samuel,27,€200k, Ross County FC ,Centre-Forward,Wales
1121,Alex Sandro,32,€4.50m, Juventus FC ,Left-Back,Brazil
414,Alex Scott,20,20000000,AFC Bournemouth,Medio campo - Mediocentro,
219,Alex Smithies,33,€600k, Leicester City ,Goalkeeper,England
7174,Alex Sobczyk,25,€400k, Piast Gliwice ,Centre-Forward,Austria
734,Alex Telles,30,€12.00m, Sevilla FC ,Left-Back,Brazil
3349,Alex Timossi Andersson,22,€750k, SC Heerenveen ,Right Winger,Sweden
7310,Alex Vallejo,31,€300k, Stal Mielec ,Defensive Midfield,Spain
7986,Alex Vigo,23,€2.20m, Red Star Belgrade ,Right-Back,Argentina
5090,Alexandar Borkovic,23,€1.00m, SK Sturm Graz ,Centre-Back,Austria
9793,Alexander Abrahamsson,23,€200k, IF Brommapojkarna ,Centre-Back,Sweden
10018,Alexander Ammitzböll,24,€200k, Aalesunds FK ,Centre-Forward,Denmark
2650,Alexander Bah,25,€8.00m, SL Benfica ,Right-Back,Denmark
9558,Alexander Bernhardsson,24,€1.00m, IF Elfsborg ,Right Winger,Sweden
7570,Alexander Busch,19,€150k, Silkeborg IF ,Centre-Back,Denmark
828,Alexander Callens,30,€2.00m, Girona FC ,Centre-Back,Peru
2371,Alexander Djiku,28,€8.00m, RC Strasbourg Alsace ,Centre-Back,Ghana
9505,Alexander Fesshaie,19,€50k, AIK Solna ,Right Winger,Sweden
5482,Alexander Fransson,29,€600k, AEK Athens ,Central Midfield,Sweden
5274,Alexander Fuchs,26,€100k, SK Austria Klagenfurt ,Central Midfield,Germany
6952,Alexander Gorgon,34,€100k, Pogon Szczecin ,Right Winger,Austria
1936,Alexander Hack,29,€2.50m, 1.FSV Mainz 05 ,Centre-Back,Germany
9761,Alexander Hedman,17, , Varbergs BoIS ,Left-Back,Sweden
9698,Alexander Hedén Lindskog,19, , Degerfors IF ,Defender,Sweden
193,Alexander Isak,23,€50.00m, Newcastle United ,Centre-Forward,Sweden
9803,Alexander Jensen,21,€300k, IF Brommapojkarna ,Right Midfield,Denmark
5671,Alexander Jeremejeff,29,€2.00m, APO Levadiakos ,Centre-Forward,Sweden
9665,Alexander Johansson,27,€600k, Mjällby AIF ,Centre-Forward,Sweden
9998,Alexander Juel Andersen,32,€250k, Aalesunds FK ,Centre-Back,Denmark
10475,Alexander Kacaniklic,31,€250k, AEL Limassol ,Right Winger,Sweden
7589,Alexander Lind,20,€250k, Silkeborg IF ,Centre-Forward,Denmark
7646,Alexander Ludwig,29,€300k, AC Horsens ,Centre-Back,Denmark
9638,Alexander Lundin,30,€50k, Mjällby AIF ,Goalkeeper,Sweden
10542,Alexander Matija Spoljaric,27,€50k, Karmiotissa Pano Polemidion ,Goalkeeper,Cyprus
4154,Alexander Merkel,31,€1.00m, Gaziantep FK ,Central Midfield,Kazakhstan
1618,Alexander Meyer,32,€1.00m, Borussia Dortmund ,Goalkeeper,Germany
9486,Alexander Milosevic,31,€1.00m, AIK Solna ,Centre-Back,Sweden
10005,Alexander Munksgaard,25,€300k, Aalesunds FK ,Right-Back,Denmark
7543,Alexander Nybo,28,€200k, Randers FC ,Goalkeeper,Denmark
2132,Alexander Nübel,26,€10.00m, AS Monaco ,Goalkeeper,Germany
5102,Alexander Prass,21,€5.00m, SK Sturm Graz ,Left Midfield,Austria
5393,Alexander Ranacher,24,€250k, WSG Tirol ,Right Midfield,Austria
10227,Alexander Ruud Tveter,32,€300k, Sandefjord Fotball ,Centre-Forward,Norway
5113,Alexander Schlager,27,€1.00m, LASK ,Goalkeeper,Austria
3090,Alexander Schmidt,25,€400k, FC Vizela ,Centre-Forward,Austria
2046,Alexander Schwolow,30,€900k, FC Schalke 04 ,Goalkeeper,Germany
10003,Alexander Stölas,34,€100k, Aalesunds FK ,Left-Back,Norway
10171,Alexander Söderlund,35,€150k, FK Haugesund ,Centre-Forward,Norway
627,Alexander Sörloth,27,€12.00m, Real Sociedad ,Centre-Forward,Norway
5056,Alexander Walke,39,€100k, Red Bull Salzburg ,Goalkeeper,Germany
10932,Alexandr Belousov,24,€200k, Spartak Varna ,Right-Back,Moldova
3038,Alexandre Guedes,29,€350k, FC Paços de Ferreira ,Centre-Forward,Portugal
2257,Alexandre Lacazette,31,€12.00m, Olympique Lyon ,Centre-Forward,France
2108,Alexandre Letellier,32,€400k, Paris Saint-Germain ,Goalkeeper,France
2394,Alexandre Olliero,27,€700k, Stade Reims ,Goalkeeper,France
2369,Alexandre Pierre,22,€100k, RC Strasbourg Alsace ,Goalkeeper,Haiti
5863,Alexandro Bernabéi,22,€3.00m, Celtic FC ,Left-Back,Argentina
4327,Alexandro Calut,19,€350k, Standard Liège ,Left-Back,Belgium
10265,Alexandros Kaiafas,19, , Omonia Nicosia ,Centre-Back,Cyprus
5786,Alexandros Kartalis,28,€300k, Volos NPS ,Central Midfield,Greece
7155,Alexandros Katranis,24,€500k, Piast Gliwice ,Left-Back,Greece
10514,Alexandros Kyriakidis,19, , Nea Salamina Famagusta ,Goalkeeper,Cyprus
5698,Alexandros Lolis,20,€250k, PAS Giannina ,Left Winger,Greece
5619,Alexandros Malis,26,€250k, Panetolikos GFS ,Centre-Back,Greece
10236,Alexandros Michail,23,€350k, Pafos FC ,Centre-Back,Cyprus
5404,Alexandros Paschalakis,33,€1.00m, Olympiacos Piraeus ,Goalkeeper,Greece
6788,Alexandros Safarikas,23,€100k, FC Sion ,Goalkeeper,Greece
5641,Alexandros Voilis,22,€450k, Panetolikos GFS ,Centre-Forward,Greece
8973,Alexandru Albu,29,€1.00m, FC Rapid 1923 ,Defensive Midfield,Romania
9136,Alexandru Benga,33,€250k, UTA Arad ,Centre-Back,Romania
9117,Alexandru Blidar,20,€25k, FC U Craiova 1948 ,Right Midfield,Romania
9083,Alexandru Bota,15, , FC Universitatea Cluj ,Central Midfield,Romania
8993,Alexandru Buzbuchi,29,€150k, FCV Farul Constanta ,Goalkeeper,Romania
9372,Alexandru Buziuc,29,€300k, CS Mioveni ,Centre-Forward,Romania
9171,Alexandru Chilili,20,€25k, FC Voluntari ,Centre-Back,Romania
9089,Alexandru Chipciu,33,€550k, FC Universitatea Cluj ,Right Winger,Romania
8945,Alexandru Cretu,30,€850k, Universitatea Craiova ,Defensive Midfield,Romania
8975,Alexandru Crivac,20,€25k, FC Rapid 1923 ,Defensive Midfield,Romania
2799,Alexandru Dobre,24,€1.20m, FC Famalicão ,Left Winger,Romania
4119,Alexandru Epureanu,36,€100k, Ümraniyespor ,Centre-Back,Moldova
9345,Alexandru Greab,30,€500k, CS Mioveni ,Goalkeeper,Romania
8979,Alexandru Ionita II,28,€850k, FC Rapid 1923 ,Attacking Midfield,Romania
8953,Alexandru Isfan,23,€800k, Universitatea Craiova ,Right Winger,Romania
9272,Alexandru Jipa,20,€100k, AFC Chindia Targoviste ,Right Midfield,Romania
8948,Alexandru Mateiu,33,€500k, Universitatea Craiova ,Central Midfield,Romania
3747,Alexandru Maxim,32,€3.20m, Besiktas JK ,Attacking Midfield,Romania
8959,Alexandru Melniciuc,18,€25k, Universitatea Craiova ,Centre-Forward,Romania
9004,Alexandru Mituletu,19,€25k, FCV Farul Constanta ,Left-Back,Romania
9187,Alexandru Munteanu,21,€25k, FC Voluntari ,Left Winger,Romania
9214,Alexandru Oroian,22,€400k, FC Hermannstadt ,Left Winger,Romania
8881,Alexandru Pantea,19,€650k, FCSB ,Right-Back,Romania
9270,Alexandru Petre,18,€50k, AFC Chindia Targoviste ,Central Midfield,Romania
8986,Alexandru Stan,17,€25k, FC Rapid 1923 ,Left Winger,Romania
9027,Alexandru Stoian,15, , FCV Farul Constanta ,Centre-Forward,Romania
9324,Alexandru Tiganasu,32,€500k, FC Botosani ,Left-Back,Romania
9054,Alexandru Tudorie,27,€850k, Sepsi OSK Sf. Gheorghe ,Centre-Forward,Romania
9196,Alexandru Utiu,19,€25k, FC Hermannstadt ,Goalkeeper,Romania
9173,Alexandru Vlad,33,€250k, FC Voluntari ,Left-Back,Romania
9108,Alexandru Voda,24,€25k, FC U Craiova 1948 ,Right-Back,Romania
5705,Alexei Coselev,29,€400k, PAS Lamia 1964 ,Goalkeeper,Moldova
6696,Alexis Antunes,22,€900k, Servette FC ,Attacking Midfield,Switzerland
2224,Alexis Beka Beka,22,€6.00m, OGC Nice ,Defensive Midfield,France
1463,Alexis Blin,26,€2.00m, US Lecce ,Defensive Midfield,France
2305,Alexis Claude-Maurice,24,€5.00m, RC Lens ,Attacking Midfield,France
4669,Alexis Duarte,23,€4.00m, Spartak Moscow ,Centre-Back,Paraguay
2414,Alexis Flips,23,€5.00m, Stade Reims ,Right Winger,France
335,Alexis Mac Allister,24,€42.00m, Brighton & Hove Albion ,Central Midfield,Argentina
4057,Alexis Pérez,29,€1.50m, Giresunspor ,Centre-Back,Colombia
1082,Alexis Saelemaekers,23,€15.00m, AC Milan ,Right Winger,Belgium
2208,Alexis Sánchez,34,€4.50m, Olympique Marseille ,Centre-Forward,Chile
2489,Alexis Tibidi,19,€2.50m, ESTAC Troyes ,Left Winger,France
5514,Alexis Trouillet,22,€1.20m, Panathinaikos Athens ,Central Midfield,France
2264,Alexsandro,23,€2.50m, LOSC Lille ,Centre-Back,Brazil
10207,Alf Lukas Grönneberg,18,€25k, Sandefjord Fotball ,Goalkeeper,Norway
143,Alfie Whiteman,24,€500k, Tottenham Hotspur ,Goalkeeper,England
4483,Alfons Amade,23,€650k, KV Oostende ,Defensive Midfield,Germany
3287,Alfons Sampsted,25,€1.50m, Twente Enschede FC ,Right-Back,Iceland
983,Alfonso Espino,31,€4.00m, Cádiz CF ,Left-Back,Uruguay
635,Alfonso Pedraza,27,€15.00m, Villarreal CF ,Left-Back,Spain
1235,Alfred Duncan,30,€5.00m, ACF Fiorentina ,Central Midfield,Ghana
7688,Alfred Finnbogason,34,€400k, Lyngby BK ,Centre-Forward,Iceland
5657,Alfredo Mejía,33,€300k, APO Levadiakos ,Defensive Midfield,Honduras
5850,Alfredo Morelos,26,€7.00m, Rangers FC ,Centre-Forward,Colombia
7564,Alhaji Kamara,28,€500k, Randers FC ,Centre-Forward,Sierra Leone
4230,Alhassan Yusuf,22,€6.00m, Royal Antwerp FC ,Central Midfield,Nigeria
2831,Ali Alipour,27,€1.20m, Gil Vicente FC ,Centre-Forward,Iran
9785,Ali Bdeir,19,€25k, Varbergs BoIS ,Centre-Forward,Liberia
3904,Ali Demirel,20,€250k, Kasimpasa ,Centre-Forward,Turkey
3899,Ali Gholizadeh,27,€2.00m, Kasimpasa ,Right Winger,Iran
2536,Ali Kalla,24,€100k, Angers SCO ,Right-Back,France
4038,Ali Karimi,29,€650k, Kayserispor ,Central Midfield,Iran
3995,Ali Sasal Vural,32,€500k, Sivasspor ,Goalkeeper,Turkey
3992,Ali Sowe,28,€2.70m, MKE Ankaragücü ,Centre-Forward,The Gambia
4090,Ali Yasar,28,€500k, Istanbulspor ,Left-Back,Turkey
9421,Ali Youssef,22,€400k, BK Häcken ,Left Winger,Tunisia
2589,Alidu Seidu,22,€5.00m, Clermont Foot 63 ,Centre-Back,Ghana
4584,Alieu Fadera,21,€2.00m, SV Zulte Waregem ,Left Winger,The Gambia
9072,Alin Chintes,17, , FC Universitatea Cluj ,Right-Back,Romania
9287,Alin Dobrosavlevici,28,€400k, ACSC FC Arges ,Centre-Back,Romania
9320,Alin Seroni,36,€200k, FC Botosani ,Centre-Back,Romania
9069,Alin Techeres,16, , FC Universitatea Cluj ,Left-Back,Romania
4586,Alioune Ndour,25,€600k, SV Zulte Waregem ,Centre-Forward,Senegal
3215,Alireza Jahanbakhsh,29,€3.00m, Feyenoord Rotterdam ,Right Winger,Iran
79,Alisson,30,€45.00m, Liverpool FC ,Goalkeeper,Brazil
2779,Alisson Safira,28,€500k, Vitória Guimarães SC ,Centre-Forward,Brazil
5864,Alistair Johnston,24,€6.00m, Celtic FC ,Right-Back,Canada
10549,Alkiviadis Christofi,31,€150k, Karmiotissa Pano Polemidion ,Right-Back,Cyprus
6766,Allan Arigoni,24,€800k, FC Lugano ,Centre-Back,Switzerland
5822,Allan McGregor,41,€400k, Rangers FC ,Goalkeeper,Scotland
189,Allan Saint-Maximin,26,€35.00m, Newcastle United ,Left Winger,France
7512,Allan Sousa,26,€1.50m, Aalborg BK ,Right Winger,Brazil
2858,Allano,27,€400k, CD Santa Clara ,Left Winger,Brazil
4214,Ally Samatta,30,€2.50m, KRC Genk ,Centre-Forward,Tanzania
1710,Almamy Touré,26,€2.50m, Eintracht Frankfurt ,Centre-Back,Mali
8150,Almin Kahrimanovic,19,€50k, FK Novi Pazar ,Goalkeeper,Serbia
8059,Almir Aganspahic,26,€350k, FK Čukarički ,Centre-Forward,Bosnia-Herzegovina
8798,Alois Hycka,32,€200k, FK Teplice ,Right-Back,Czech Republic
1929,Alou Kuol,21,€300k, VfB Stuttgart ,Centre-Forward,Australia
4080,Alp Arda,27,€75k, Istanbulspor ,Goalkeeper,Turkey
9470,Alper Demirol,20,€400k, Hammarby IF ,Central Midfield,Sweden
4062,Alper Uludag,32,€425k, Giresunspor ,Left-Back,Turkey
3785,Alperen Uysal,29,€550k, Antalyaspor ,Goalkeeper,Turkey
10850,Alpha Conteh,22,€175k, Lokomotiv Plovdiv ,Left Winger,Sierra Leone
8188,Alphonce Msanga,19,€50k, FK Spartak Subotica ,Right-Back,Tanzania
195,Alphonse Areola,30,€8.00m, West Ham United ,Goalkeeper,France
1596,Alphonso Davies,22,€70.00m, Bayern Munich ,Left-Back,Canada
3666,Altay Bayindir,25,€13.00m, Fenerbahce ,Goalkeeper,Turkey
9139,Aly Abeid,25,€250k, UTA Arad ,Left-Back,Mauritania
7055,Amadej Marosa,29,€200k, Górnik Zabrze ,Centre-Forward,Slovenia
9791,Amadeus Sögaard,25,€300k, IF Brommapojkarna ,Centre-Back,Sweden
10122,Amadou Camara,22,€50k, Sarpsborg 08 FF ,Centre-Forward,Mali
10470,Amadou Ciss,24,€600k, AEL Limassol ,Left Winger,Senegal
5093,Amadou Dante,22,€2.50m, SK Sturm Graz ,Left-Back,Mali
9369,Amadou Diallo,28,€150k, CS Mioveni ,Right Winger,Guinea
4253,Amadou Diawara,25,€2.50m, RSC Anderlecht ,Defensive Midfield,Guinea
1666,Amadou Haidara,25,€17.00m, RB Leipzig ,Central Midfield,Mali
4550,Amadou Keita,21,€50k, KAS Eupen ,Central Midfield,Guinea
362,Amadou Onana,21,€42.00m, Everton FC ,Defensive Midfield,Belgium
9834,Amahl Pellegrino,32,€1.00m, FK Bodø/Glimt ,Left Winger,Norway
9417,Amane Romeo,20,€700k, BK Häcken ,Central Midfield,Cote d'Ivoire
5077,Amankwah Forson,20,€1.20m, Red Bull Salzburg ,Attacking Midfield,Ghana
5065,Amar Dedic,20,€10.00m, Red Bull Salzburg ,Right-Back,Bosnia-Herzegovina
3792,Amar Gerxhaliu,20,€250k, Antalyaspor ,Centre-Back,Kosovo
4828,Amar Rahmanovic,28,€2.50m, Krylya Sovetov Samara ,Attacking Midfield,Bosnia-Herzegovina
920,Amath Ndiaye,26,€2.00m, RCD Mallorca ,Left Winger,Senegal
7940,Amer Hiros,26,€500k, HNK Sibenik ,Left Winger,Bosnia-Herzegovina
10009,Amidou Diop,31,€300k, Aalesunds FK ,Central Midfield,Senegal
10132,Amin Nouri,33,€100k, Hamarkameratene ,Left-Back,Norway
2258,Amin Sarr,22,€9.00m, Olympique Lyon ,Centre-Forward,Sweden
3269,Amin Younes,29,€1.50m, FC Utrecht ,Left Winger,Germany
3102,Amine,30,€350k, Rio Ave FC ,Defensive Midfield,Morocco
1698,Amine Adli,22,€15.00m, Bayer 04 Leverkusen ,Right Winger,France
9365,Amine Benchaib,24,€550k, CS Mioveni ,Attacking Midfield,Belgium
2185,Amine Gouiri,23,€35.00m, Stade Rennais FC ,Centre-Forward,France
2204,Amine Harit,25,€14.00m, Olympique Marseille ,Attacking Midfield,Morocco
10325,Amine Khammas,24,€800k, Apollon Limassol ,Left-Back,Morocco
2550,Amine Salama,22,€1.80m, Angers SCO ,Centre-Forward,France
5254,Amir Abdijanovic,22,€300k, SCR Altach ,Centre-Forward,Austria
6747,Amir Abrashi,33,€300k, Grasshopper Club Zurich ,Defensive Midfield,Albania
4879,Amir Aduev,23,€150k, Akhmat Grozny ,Central Midfield,Russia
9734,Amir Al-Ammari,25,€700k, Halmstads BK ,Central Midfield,Iraq
4856,Amir Batyrev,21,€200k, FC Sochi ,Attacking Midfield,Russia
3739,Amir Hadziahmetovic,26,€6.50m, Besiktas JK ,Defensive Midfield,Bosnia-Herzegovina
1035,Amir Rrahmani,29,€25.00m, SSC Napoli ,Centre-Back,Kosovo
6762,Amir Saipi,22,€1.00m, FC Lugano ,Goalkeeper,Switzerland
4358,Amirhossein Hosseinzadeh,22,€800k, RSC Charleroi ,Attacking Midfield,Iran
5286,Ammar Helac,24,€200k, SC Austria Lustenau ,Goalkeeper,Austria
2026,Amos Pieper,25,€6.00m, SV Werder Bremen ,Centre-Back,Germany
10713,Amos Youga,30,€900k, CSKA-Sofia ,Defensive Midfield,Central African Republic
10343,Amr Warda,29,€1.00m, Apollon Limassol ,Left Winger,Egypt
10151,Amund Wichne,25,€150k, FK Haugesund ,Goalkeeper,Norway
3342,Anas Tahiri,27,€900k, SC Heerenveen ,Central Midfield,Morocco
9050,Anass Achahbar,29,€350k, Sepsi OSK Sf. Gheorghe ,Attacking Midfield,Netherlands
3285,Anass Salah-Eddine,21,€500k, Twente Enschede FC ,Left-Back,Netherlands
3715,Anastasios Bakasetas,29,€11.00m, Trabzonspor ,Attacking Midfield,Greece
3989,Anastasios Chatzigiovanis,25,€1.50m, MKE Ankaragücü ,Right Winger,Greece
10309,Anastasios Donis,26,€900k, APOEL Nicosia ,Right Winger,Greece
3273,Anastasios Douvikas,23,€6.00m, FC Utrecht ,Centre-Forward,Greece
5735,Anastasios Karamanos,32,€200k, PAS Lamia 1964 ,Centre-Forward,Greece
10513,Anastasios Kissas,35,€150k, Nea Salamina Famagusta ,Goalkeeper,Cyprus
10482,Anastasios Pishias,16, , Olympiakos Nicosia ,Goalkeeper,Cyprus
5783,Anastasios Tsokanis,31,€450k, Volos NPS ,Defensive Midfield,Greece
10776,Anatoli Gospodinov,29,€250k, Arda Kardzhali ,Goalkeeper,Bulgaria
6131,Anatoliy Trubin,21,€18.00m, Shakhtar Donetsk ,Goalkeeper,Ukraine
622,Ander Barrenetxea,21,€6.00m, Real Sociedad ,Left Winger,Spain
687,Ander Capa,31,€2.00m, Athletic Bilbao ,Right-Back,Spain
616,Ander Guevara,25,€5.00m, Real Sociedad ,Central Midfield,Spain
692,Ander Herrera,33,€3.00m, Athletic Bilbao ,Central Midfield,Spain
680,Ander Iru,24,€100k, Athletic Bilbao ,Goalkeeper,Spain
10153,Anders Baertelsen,22,€450k, FK Haugesund ,Centre-Back,Denmark
9392,Anders Christiansen,32,€2.00m, Malmö FF ,Central Midfield,Denmark
7583,Anders Dahl,20,€150k, Silkeborg IF ,Central Midfield,Denmark
4264,Anders Dreyer,24,€9.00m, RSC Anderlecht ,Right Winger,Denmark
9850,Anders Hagelskjaer,26,€500k, Molde FK ,Centre-Back,Denmark
10041,Anders Hartveit Ryste,17,€50k, Odds BK ,Centre-Forward,Norway
7660,Anders Jacobsen,33,€350k, AC Horsens ,Centre-Forward,Denmark
10181,Anders Jenssen,29,€200k, Tromsø IL ,Centre-Back,Norway
7577,Anders Klynge,22,€700k, Silkeborg IF ,Central Midfield,Denmark
10094,Anders Kristiansen,33,€300k, Sarpsborg 08 FF ,Goalkeeper,Norway
7514,Anders Noshe,17,€100k, Aalborg BK ,Right Winger,Denmark
9851,Anders Rönne Börset,17,€150k, Molde FK ,Centre-Back,Norway
9576,Anders Trondsen,28,€500k, IFK Göteborg ,Central Midfield,Norway
5294,Anderson,25,€600k, SC Austria Lustenau ,Right-Back,Brazil
2850,Anderson Carvalho,32,€300k, CD Santa Clara ,Defensive Midfield,Brazil
10425,Anderson Correia,31,€600k, Anorthosis Famagusta ,Left-Back,Brazil
